KEGG_ID,MARS2_S1,MARS4_S14,MARS5_S2,NURS2_S4,NURS4_S5,NURS5_S6,Par1_6m_S7,Par1_T0_S15,Par2_6m_S8,Par2_T0_S9,Par3_6m_S10,Par3_T0_S11,REBAR2_S12,REBAR4_S13,REBAR5_S16
K07789,0.030284625,0.175182185,0,0.045734511,0.052808049,0.137747038,5.745400004,0.086759123,0.047591796,0.055510204,0.032224297,0,0.024228511,0.526217292,0
K07790,0,0,0,0,0,0,0,0.272987303,0,0,0,0,0,0,0
K07791,0.006154095,2.212827606,0,0,0,0,0,0.827103637,0,0,0,0,0,0.036283522,0
K07792,0,0.205648653,0,0,0,0,0,0,0,0,0,0,0,0.053952019,0
K07793,0.019061131,0.415309962,0,0,0.137104126,0,3.265806318,0,0.072537105,0.020485908,0.052988544,0,0.098534965,0.396189827,0
K07794,0,0,0,0,0,0,0,0,0,0,0,0.260266503,0,0.16803806,0
K07795,0.010007094,0.34399411,0,0.199153009,0.072838688,0,0,0,0,0,0.012058291,0,0,0.145819628,0
K07798,0.010755287,0.370313944,0,0.134123455,0.331462787,0,0,0,0,0,0.018893593,0.188350759,0.010999973,0.139113951,0
K07799,0,0.295619938,0,0,0.015127306,0,0,0,0,0,0,0,0.036437409,0.02908351,0
K07811,0.004795066,0.157663967,0,0,0.081743329,0.078592338,0,0,0,0,0.018044061,0,0,0.058934396,0
K07814,0.060117241,2.239285328,0.427866741,0.116940379,0.487768998,0.082971383,0,0.045152767,0.222566062,0.019128053,0.112044404,0.39278024,0.016307652,1.106071397,0.02160138
K07823,0,1.46437121,0,0,0.138857817,0,0,0,0.088547286,0.020549332,0,0,0,0.373335605,0
K07830,0.030284625,0,0,0.144123888,0.101910269,0,0,0.031329683,0.073109766,0.014555777,0.049502456,0,0,0.016327585,0.14538297
K07862,0,0.275529263,0.30782635,0,0.024053355,0.05857814,0,0.044367502,0.034511442,0.037590648,0,0,0.028968872,0.02697601,0.022875995
K07874,0.90337073,0,0.114955898,0.204524356,0.00803442,0.039133114,0,1.121452961,0.391941151,0.51347615,0.667691828,1.846737403,0.319318705,0.304930183,1.093597491
K07877,1.062291468,0.727679847,0,0.684588468,0.130327556,0.589442532,0,1.098948888,0.934961429,2.91451444,0.506448202,0.536799662,0.71753667,4.188025486,0.779103606
K07889,0.306884202,0,0,0,0,0.235777013,0,0.674632512,0,0.294997082,0.146307258,0.501013018,0.427532266,0.165452859,0.398995483
K07893,0.689518301,0.638638853,0.116896082,0.323518601,0.35948095,0.358142298,0,0.773592009,0.656445493,0.443429158,0.375689524,0.543594594,0.6494161,0.408396297,0.427356408
K07901,0.900638418,0.246778383,0.270947398,0.738164957,0.176792163,1.312150332,1.137842055,1.107708626,0.760977302,0.610836349,0.550696886,0.052498744,0.750293778,0.269760096,1.088897372
K07915,0.350248274,0,0,0,0,0,0,0,0,0.480973503,0.218097777,0,0.405564205,0,0
K07931,0.369981888,0.079568731,0.414270975,0.207295947,0.199058376,0.260015771,0,0.865636219,0.270027845,0.271907357,0.239092235,0.345157166,0.403195255,0.109013332,0.698744067
K07936,0.778297361,0,0.160140875,0.189943621,0.067154744,0.245317123,0,0.701929781,0.465704982,0.390061171,0.326201154,0.099292423,0.242635232,0.437541519,0.489652082
K07937,12.7841459,2.892446779,4.087530215,5.429494748,2.286934465,7.166609136,0,15.08194261,7.66219902,8.303515338,9.617674083,3.215384865,9.244411404,3.246273723,9.672253222
K07938,0.050035468,0,0,0,0,0,0,0,0,0.144292051,0,0,0,0,0
K07939,0.801858721,0.508593442,0.52272399,0.340716841,0.403394816,0.98240422,0,1.689781624,0.41521579,0.511034347,0.494127775,0.415586835,0.290155957,0.291639256,0.475391775
K07941,1.247872507,0.411297305,1.385218573,0.238117728,0.06454317,2.3132839,0,1.976725673,0.733856518,0.793152532,1.325046869,0.972316369,1.011467354,0.280957685,1.530900185
K07944,2.300028706,0.561176832,2.571363818,2.098858058,0.759845173,2.25894144,0,4.128370728,1.547125225,2.868650332,1.467147996,1.528514291,1.640916064,0.743051761,1.936414762
K07952,0.747282959,0.122855039,1.439188128,0.142252149,0.578373865,0.551167043,6.043862342,0.494764867,0.324721298,0.876371202,0.537455235,0.278856967,0.423998941,0.225617535,1.482780417
K07953,0.693642374,0.518347289,1.138535813,0.712722241,0.132622953,0.516771535,0,1.239453769,0.494742799,0.394002952,0.429473361,0,0.22361588,0.033997163,0.554977911
K07975,0.528946373,0,0,0.289142956,0.613360564,0.644359538,0,0.251415843,0.483160192,0.446618253,0.381671109,0.346752577,0.449017512,0.331419546,0.629089868
K07976,0.492015432,0.137099102,0,0.377019736,0.084186744,0.888435121,0,1.552862559,0.261711771,0.344697677,0.445282961,0.295628799,0.963214986,0.098912035,0.673888692
K07977,2.005051046,0.262773278,0.626087491,0.847585723,0.361004174,1.305299173,0,2.571194692,0.741713128,3.925040577,1.729740987,1.025827925,1.998852151,2.432550958,1.680750204
K08054,0.156042814,0,0,0,0,0,0,0.282498161,0,0.149998516,0.127531751,0,0.118575975,0,0
K08057,3.801364813,0.687027342,4.045328576,2.556282472,0.650142885,2.93467133,3.878145003,3.248621514,1.795466962,3.468765556,2.241302683,1.709255161,3.609629283,4.336537028,3.32060889
K08059,0.268351656,0,0,0.147355365,0.182341692,0,0,0.363030948,0.161956163,0.233153523,0.179955116,0.115544322,0.250976952,0.200324089,0.289027428
K08070,1.587521497,0.675702715,1.322404365,1.150239336,0.203334093,1.373021268,0,2.515750694,0.562731738,1.853412455,1.149307615,1.537373733,1.491585774,4.272940845,1.169078008
K08082,0,1.23557068,0,0,0.082899485,0,1.846735716,0.385862818,0,0,0,0.054017576,0,0.232668083,0
K08083,0.02608081,0,0,0,0.04232339,0,0,0.536347068,0,0.006507289,0.021315505,0,0.148850692,0.214641546,0
K08084,0,0.317977748,0,0,0,0,0,1.301446717,0,0,0,0,0,0.020855402,0
K08085,0.02018975,0.331924141,0,0,0,0,0,0.041772911,0,0,0,0,0,0,0
K08086,0.025861028,2.469667635,0,0,0.177845705,0,0,1.028403219,0.108947886,0.085865904,0.145370427,0.03181035,0.021008957,0.539148109,0.062957867
K08137,0.793666039,0.317311128,0,0.113311195,0.162372756,0.227646771,0,0.837474842,0.134118605,0.183101637,0.173518042,0.444247996,0.128661748,0.083246721,0.406403887
K08139,0.962157436,0,1.636084929,0.463874153,0.264521191,0.371302382,0,1.353168394,0.500981674,1.215049457,0.513959924,1.032532683,0.662643154,2.217339541,0.674216831
K08142,1.378581375,0.295619938,2.020110419,1.083931741,0.282376371,0.98240422,0,1.959410605,1.12863201,1.336705528,0.74459944,0.492066357,0.777331392,0.400706142,1.534598012
K08150,1.035734181,0,0,1.795143094,0.106724928,0.371302382,0,1.428633555,0.617371356,0.983323607,0.654899157,0.243079092,0.673687206,0.923778461,0.654761818
K08151,2.101406204,0.289956721,1.599290234,1.406843427,0.543540318,1.678652936,0.803760622,2.783387082,1.69730718,1.474098468,1.233701614,1.014518538,1.183525607,1.372970205,1.457268299
K08153,0,0.690779247,0,0,0.0523323,0,0,0.040701811,0.090102847,0,0,0,0,0.167688708,0
K08154,0,0,0,0,0.067940179,0,0,0.041772911,0,0,0,0,0,0,0
K08160,0,0,0,0.224047135,0.070410731,0,0,0,0,0,0,0,0,0.011280877,0
K08163,0,0.534023114,0,0,0.030980722,0,0,0,0.022225369,0,0,0,0,0.109637436,0
K08166,0.013782225,0,0,0,0.104351234,0,0,0,0,0,0,0,0,0.022291553,0
K08167,0.033117,0.311008373,0,0,0.03427071,0,0,0,0.117387511,0,0.010113405,0,0,0.225033033,0
K08173,0.017704858,0,0,0.088333996,0,0,0,0,0,0,0,0,0.1076305,0.050036147,0
K08176,0.712409754,0,0.029918328,0.447078183,0.164650945,0.384942062,0,0.826080627,0.614221502,0.583221272,0.580110413,0.861800818,0.626624285,0.287010061,0.933286138
K08177,0,1.389206981,0,0,0.10960161,0,0,0,0,0,0.03838966,0,0.023089051,0.20657698,0.155422203
K08178,0,0,0,0,0.063485086,0,0,0,0,0,0.030837595,0,0,0,0
K08191,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042789532,0
K08193,1.130766702,0.888843841,0,0.42269892,0.246910115,1.619478472,0,1.322808847,0.81312325,1.017585753,0.616107221,0.403500417,1.023802321,0.866129059,0.911458213
K08194,0,0,0,0,0,0,0,0,0,0,0.019594722,0,0,0.048472517,0
K08214,0.525869452,0,1.192572281,0.553111213,0.038469439,0.390359293,0,0.614974709,0.257578778,0.619054307,0.278219101,0.156418445,0.594581297,0.369803575,0.329277984
K08217,0,0.21258063,0,0,0,0,0,0,0,0.037288957,0.014090587,0,0.131010909,0.04182797,0
K08218,0.018561544,0.995772423,0,0,0.147002239,0.130533986,0,0.882710847,0.097054012,0.105916506,0.044196025,0,0.077733139,0.476915114,0.090715153
K08219,0.008132974,0,0,0,0.054736258,0,0,0,0.019633718,0.019407703,0.00886263,0,0,0.137530084,0.091099811
K08220,0.652524398,0.682668723,0.999642269,0.395226332,0.159694442,0.437524354,0,1.030972668,0.085922818,0.25089958,0.491282105,0.088544274,0.336576479,0.255854936,0.398679071
K08221,0.439331691,0.894849542,0,0.092511955,0.02616615,0.095585275,0,0.941160619,0.300342822,0.328881882,0.321988947,0.304670078,0.456944805,0.574333825,0.628355672
K08223,0,0.211393028,0,0,0.111709334,0,0,0.164210753,0.053426367,0.012360213,0,0,0,0.202838841,0
K08224,0.031103129,0.851689596,0,0,0.195405929,0,0,2.040905078,0.364350309,0.065934778,0.047622616,0,0.101391051,0.222614523,0
K08225,0,0.168925679,0,0,0.034576698,0,0,0,0,0,0.011196984,0,0,0.060936879,0.032884243
K08234,0.166784892,0.960764799,0,0,0.098289092,0,1.124100001,0.074407998,0.362370144,0.10107768,0.110652548,0.062237642,0.165725474,0.133822165,0.080065983
K08244,0.365086378,0,0,0.472129978,0.360551504,0,0,0.476211185,0.325716612,0.419607918,0.415137837,0,0.337737088,0.479242763,0.304802915
K08245,0.693440264,0,0.288587203,0.561713615,0.129086341,0.098240422,0,0.91579074,0.926057034,0.921865881,0.401943018,0.357866441,0.956715559,1.734073231,1.015195608
K08246,0.48141695,0.113065793,0.441503928,0.349112844,0.046285939,0.281805195,2.163108766,0.654553222,0.487010074,0.290883577,0.324757147,0.256637289,0.53886718,0.148314316,0.63829495
K08259,0,0,0,0.08298042,0.068454878,0,0,0.14430642,0.056124669,0,0.012667295,0,0.023555497,0,0
K08269,1.848025303,0.5523993,3.033325342,1.139315115,0.466406852,1.893100103,0,1.946556668,1.318110377,1.267733811,1.080141178,1.128454764,1.140464305,0.443824274,4.704607044
K08276,0.03559224,0,0,0,0,0,0,0,0,0,0,0.044272137,0.024041177,0.076756481,0
K08279,0.020987521,0.28753307,0,0,0.099391574,0.09574701,0,0,0.037542853,0.056784134,0.046446749,0,0.094700271,0.212320684,0
K08281,0.986413506,1.235958736,0,0.4591252,0.079847221,0.538918887,1.202525582,0.850377116,0.158752634,0.691399411,0.662861457,0.184045598,0.199885215,0.287321659,1.019411537
K08282,0.689111232,1.220249376,0.80302526,1.364257738,0.570119608,0.824310379,0.533078351,1.981977537,0.821194694,0.646390665,0.832850479,0.352160143,0.791319361,1.14699417,0.814244292
K08286,1.51518062,0,1.042170713,1.313379757,0.819435237,1.773870943,0,1.298757777,1.436985053,2.434419494,0.801970821,1.090426899,1.5132376,1.36537508,1.29887606
K08289,0.010229473,0.849386864,0,0.189943621,0.192915011,0,0,0.105824708,0.028348685,0.060754548,0.017062071,0,0.099233795,0.454559959,0.044108206
K08292,5.034418233,1.61607971,2.592698683,4.015998089,1.520989477,2.926153225,1.803788373,6.26768203,4.260120312,3.753201037,3.458277418,0.900642262,4.501593215,1.617658869,5.970825914
K08296,0,0,0,0,0.078234146,0,0,0,0.052418323,0.062617305,0,0,0,0.084744147,0
K08297,0,0.485119898,0,0,0.018012048,0,0,0.183158148,0.109376815,0.04084575,0.026308998,0,0.010846485,0.034954829,0
K08298,0,0,0.584128314,0,0.023328857,0,0,0.043031131,0.01673597,0.006664091,0,0,0,0.01495056,0
K08299,0.009836032,0,0,0,0.066198124,0,0,0,0,0.009455035,0,0,0,0.074241667,0
K08300,0,0.302714817,0,0.062094192,0.026344151,0,0,0.487565449,0,0,0,0,0.031727812,0.157852551,0
K08301,0,2.409482551,0.784085985,0.021561842,0.102857642,0,0,0.673588189,0,0.020581192,0.020901037,0,0,0.322935397,0.059678812
K08303,1.07199276,2.510377726,2.160118072,1.023425185,0.677816259,2.31814374,0,1.050030874,0.798387035,1.093338311,0.83306624,0.368843939,0.982080243,0.87382662,0.548238068
K08305,0.090024701,0.418885816,0.554087429,0.083613859,0.251001219,0,0,0.269553501,0.228790561,0.100667754,0.024589455,0.216524233,0.077733139,0.359390763,0
K08306,0,0,0,0,0,0,0,0.694138337,0,0,0,0,0,0,0
K08307,0.021311403,0,0,0,0,0,0,0.308136649,0,0,0.023223374,0,0,0.087080452,0
K08309,0.051722056,0.725144378,0,0,0.099297185,0,0,0,0.101024404,0.06807625,0.104747656,0,0,0.345823598,0
K08311,0.017569706,0.288850016,0,0,0.186049709,0.129192884,0,1.106687965,0.380571384,0.060615839,0,0,0,0.198720071,0
K08312,0,0,0,0,0.101024093,0,0,0.033535999,0,0,0.115759589,0,0,0.384931141,0
K08316,0,0,0,0.062235315,0.069776401,0,0,0.247535517,0.362977129,0.019932235,0.011297858,0,0,0.348566416,0.165902488
K08325,0.012474968,0.686601146,0,0,0.131945153,0.086523674,0,0.123545355,0.025487808,0.005995876,0.017091138,0,0,0.076102678,0
K08332,0,0,0,0.265001988,0.124922265,0,0,0.230424767,0.358473691,0.214110785,0.04045362,0,0,0.280202422,1.009864498
K08339,0.590752088,0,0.277043715,0.07302277,0.025817268,0.880234181,0,0.333347829,0.314859392,0.368746353,0.326056176,0.028629315,0.419758952,0.033090572,0.883928455
K08344,0.038360525,0.425161259,0,0,0.169956938,0,0.651789076,0.814571764,0.092605703,0.054025628,0.024116581,0,0,0.18671796,0
K08352,0,0.014531241,0,0.050476569,0.011897359,0,0.476576959,0.021945216,0.008535088,0.013594336,0.024868089,0.079159397,0,0.063275173,0.133928554
K08357,0.010541824,0.33449151,0,0,0.162974739,0,0,0,0.033931861,0.008849912,0.011487593,0,0,0.130555237,0
K08359,0,0,0,0,0,0,0,0,0,0,0.018000893,0,0.022315734,0.094996857,0
K08363,0,0,0,0,0,0,0,0,0.056697369,0.022576307,0,0,0,0.101297669,0
K08364,0.01211385,0,0,0,0.061146162,0,0,0,0.152646764,0.025430783,0.02640131,0,0,0.095453572,0
K08365,0,0,0,0,0.047419472,0,0,0.136060339,0,0,0.021621762,0,0,0.091167902,0
K08368,0,0.10873377,0,0.062950664,0.116845395,0,0,0,0.031933001,0.025430783,0,0.118466132,0,0.010697383,0
K08369,0.85519336,0.324801305,0.423614242,0.569443619,0.304395739,0.346094698,0,1.653222236,0.773399161,0.65939577,0.575006693,0.38084869,0.513466608,0.300741277,1.002416316
K08372,0.814152639,0.232428453,0.476748266,0.136132315,0.273969098,0.17379141,0,0.883221509,0.605566932,0.588019996,0.652208265,0.640464606,0.312121591,0.327425829,0.521117795
K08483,0.063313488,0.873635834,0,0.125420788,0.330280763,0.164735031,0,0.992106635,0.027236972,0.124632611,0.061660326,0,0.17147016,0.775662122,0
K08484,0.031577262,4.25859062,0,0.034883489,0.315849558,0,0,0.956196831,0.035390715,0.014092217,0.031449836,0.032781659,0.071205929,0.198111188,0.056954153
K08485,0,0,0,0,0,0,0,0,0,0,0.091204525,0,0,0.045123507,0
K08490,11.86326317,1.833301941,12.63255878,6.559938639,1.280275886,9.063132814,0,7.693888191,5.625207503,9.631033462,8.528653095,4.327088209,10.62987355,1.504679815,13.0065352
K08568,0.360906717,0,0.081965596,0.469895043,0.09165894,0.027902605,0,0.760810769,0.756188584,0.648033531,0.185512162,0.355748888,0.510554938,0.301045882,0.392275942
K08573,0.831144713,0,0,0.121704617,0.086057561,0.471554026,0,0.978878547,0.586502788,0.780874629,0.413102847,0.381724204,0.207288371,0.193028335,0.184151761
K08574,1.01951463,0.242559949,0.557806137,0.869902125,0.268568897,0.232084755,0,1.139923865,0.509642126,0.554356933,0.544268612,0.288214584,0.646906662,0.360887108,0.980494837
K08576,0.765426294,0.395993219,1.063074719,3.177764145,0.202635535,0.888276188,0,0.376539076,0.394112645,2.459452417,0.533705547,0.349543966,0.76467716,1.38807253,0.81369383
K08581,0.458289461,0.111620508,0.163447619,0.331187342,0.188488905,0.153011631,0,0.835827891,0.21307507,0.179478313,0.458713023,0.316695966,0.398984254,0.442915839,0.282474678
K08582,7.383178386,2.508534025,6.502888978,2.883475257,1.565248648,4.070265616,3.198470105,9.580948181,5.544065945,4.476601974,4.587386086,3.464730268,5.831117257,3.019395469,5.273940564
K08585,4.05108384,0.664908742,3.888332836,2.44872029,0.614401334,2.55085165,0,5.478900311,1.963419,3.126050394,2.342322936,2.068536011,2.504136768,0.876979696,4.116854282
K08591,0.022131072,0.930475871,0,0.065198902,0,0,0,0,0.046302852,0.016697948,0.043243525,0,0,0.234668095,0
K08606,0.467914099,0,1.369996391,0.36110161,0.106389841,0.621829484,0,0.811128941,0.061058706,0.437633034,0.385865297,0,1.127557624,0.245452043,0.951113493
K08641,0,2.550043291,0,0,0,0,0,0.719854117,0,0.021273828,0,0,0,0.03579509,0
K08651,2.099461178,1.13927025,0.610228446,2.031096912,0.403013174,1.261580101,1.861509601,3.07262089,1.436014117,1.65235116,1.68726445,1.241489334,2.188588669,0.917601839,1.379831552
K08670,0.502340211,0.600624636,0.329813946,0.499858247,0.107571951,0.261974459,0,0.925966193,0.154342839,0.535560179,0.228916119,0.102247555,0.203586793,0.945444907,0.52614789
K08675,0.843406068,0.166938318,0,0.483238919,0.102509741,0.633430781,0,0.788946888,0.756497296,0.287925234,0.64013325,0.264723121,1.11233195,0.390967372,1.173021494
K08676,0.010509733,0.226582947,0,0.222889269,0.194377116,0,0,0.016886921,0.077892648,0.008642493,0.015246957,0,0,0.260446705,0
K08678,0.455358753,0.272225554,0.39862405,0.591011627,0.097511265,0.2035485,0,0.616676355,0.299802637,0.397927719,0.469145577,0.74147867,0.268430984,0.142837,0.317959876
K08679,1.033015719,0.90814445,1.385218573,0.608523083,1.034916354,1.476583313,0,0.674944986,1.206680378,1.097528514,0.859928376,0.935958385,0.800886889,0.840515667,0.725446333
K08680,0,1.334964976,0,0,0.092942165,0,0,0.331178042,0,0.048448426,0,0,0,0.083343791,0.080650406
K08682,0.020428682,0.335852237,0,0.032406555,0.09165894,0,0,0,0,0.047967005,0,0,0,0.094160163,0
K08683,0.116749425,0,0,0.067198868,0.047516445,0.136682326,0,0.138032228,0.167648256,0.047682718,0.108108812,0,0.014306713,0.030451446,0
K08698,0,0,0,0,0,0,0,0,0,0.009067533,0,0,0,0.030513847,0.060377627
K08713,0,0,0,0,0,0,0,0.395440383,0,0,0,0,0,0,0
K08714,2.918474524,2.516233038,3.532643346,3.034994587,1.606206141,3.63188135,0,4.50790659,2.139731031,4.097309973,2.104500148,1.612172944,3.614079891,3.063526209,3.707250551
K08717,0,0,0,0,0.048407378,0,0,0.017007542,0,0,0,0,0.033314203,0.070908368,0.087691315
K08721,0,0.563085596,0,0.130397803,0,0,0,0,0,0,0.022393968,0,0.055523671,0.180130128,0
K08723,0,0,0,0,0,0,0,0,0,0.007525436,0.008531035,0,0.142775154,0.050648834,0
K08726,0,0.298417603,0,0,0.024432746,0.029751043,0,0,0.02629184,0.017448566,0.015824129,0,0,0.105691495,0
K08734,0.773477101,0,0.3555987,0.35148066,0.221419978,1.221528515,0,1.233592568,0.525161865,0.340778426,0.523867296,0.400877227,0.604087173,0.185338091,0.795054279
K08737,0,0.140145748,0,0,0,0,0,0,0,0,0.037157399,0,0,0,0.054563485
K08738,3.736414794,0.37464705,1.427515323,1.778151865,0.266055817,2.962643093,0,7.586536808,1.443205768,3.739593987,2.263826596,1.073599324,3.422277168,1.006132249,4.194032263
K08740,0.801008324,0,2.115458613,1.15807036,0.142165574,0.637048023,0,0.930045339,0.677204703,1.198831754,0.71818541,0.617989625,1.27386466,0.31705724,0.735525391
K08741,0.595716392,2.151649431,0.434578376,0.515454847,0.159459598,0.258892406,0,1.083147009,0.337738448,3.288349826,0.339334482,0.016840774,0.594429888,11.22646309,0.592174292
K08762,1.475518091,2.983827412,0.595792935,3.721217931,0.204649077,0.991585568,0,2.285082461,0.874510673,8.705528093,1.068720967,0.507939465,2.05895839,10.52737479,2.529935414
K08764,0.050035468,0,0,0,0,0,0,0.207048341,0.060395024,0,0.027262222,0,0.050695526,0,0.320263933
K08770,11.59304387,1.154722011,13.08779863,9.57315851,3.098517053,8.839171695,0,31.45302115,9.532499228,9.334839172,8.794188337,11.85591389,11.04809886,9.550587566,17.18491042
K08776,0.967352375,0.313585791,0.420922771,0.158854783,0.130957158,0.820093958,0,0.782182623,0.697898055,0.780245905,0.563419256,1.058039913,0.585814962,0.419626816,0.685008968
K08783,0.647333863,1.013554073,0,0.146697529,0.259325239,0.168412152,0,0.680301693,0.173635694,0.454348184,0.470273331,0.076685666,0.229035142,0.13295319,0.937200929
K08790,0.301946708,0,0.617176592,0.162674487,0.019171239,0,0,0.2121733,0.151286545,0.213580808,0.20487155,0.425187851,0.427147448,0.024572207,0.446704768
K08793,0.585622219,0.111950746,1.803243113,1.312465466,0.034372103,1.116104203,0,1.817492392,0.427410939,1.099693264,0.608479891,0,0.579548849,0.425869784,1.013379516
K08794,6.203744322,2.647736285,3.174051044,4.446700544,1.212837713,5.846821886,0.774338436,9.179225096,3.594167505,6.369414432,3.829208973,3.245719033,5.841063798,2.811912599,5.091511884
K08797,0,0,0,0,0,0,0,0.1772307,0,0,0,0,0,0,0
K08798,2.781138079,0,6.204624858,1.825569248,0.25779077,2.09269538,0,1.760989278,1.504157727,2.074198233,1.868030175,0.842825637,2.866409508,3.334909183,1.419503161
K08799,0.497650057,0,0,0.370047821,0.021756125,0,0,0.772234354,1.201371288,0.523221176,0.457563241,0,0.630268696,0.100613225,0.447936717
K08800,0.210148964,0,1.0840841,0.119058864,0.218885535,0,0,0.848898199,0.048316019,0.105814171,0.054524444,0.261398096,0.162225682,0.205017673,0.14411877
K08803,0.608477297,0.761136392,0,0.173114325,0.23369079,0.298108867,0,1.503824794,0.478995018,0.508615659,0.266668402,0.296165331,0.549492881,0.135500186,0.391587079
K08805,0.361684952,0.810843259,0,0,0.082984076,0.606283747,0,0.068030169,0.039688159,0.237051227,0.465794537,0,0.26651362,0.017727092,0.341996128
K08811,0.944880305,0,0.874874888,0.634145107,0,0.645284456,0,0.927358623,0.848073284,1.222685274,0.6732334,0.316429274,1.006439592,1.854813627,0.271381543
K08817,0.440991539,0.348348466,0.270986372,0.163860071,0.089127508,0.271319923,0,0.906938448,0.233379161,0.291517542,0.346346297,0.415108599,0.512555682,0.366985484,0.500112954
K08818,6.855473004,3.196239548,6.869476301,7.81186841,0.772142224,7.290283097,0,6.763367442,5.794958128,10.47873071,4.20072374,4.057283334,6.79568855,3.045144639,8.710491292
K08819,1.133524702,0.101718688,0.679861876,0.627403274,0.140650977,1.062767838,0,0.903483671,1.368214483,1.154256112,0.502462323,0.046176315,0.84697125,0.284474283,2.228881921
K08820,0.799719424,0.160336238,1.526088258,0.823826801,0.188706727,0.419603158,0,0.686066961,0.600367484,0.374996291,0.409164367,0.236555783,0.306321269,0.068354465,0.920758807
K08824,3.969678821,1.468918947,1.790776862,3.87146582,0.72411403,3.505605544,1.149080001,7.667121456,2.628673106,4.469347846,2.862402039,2.808503174,4.507465379,1.054287545,6.970230222
K08827,0.635977129,0.684593541,0.546796805,0.162139374,0.063693918,0,0,1.049544388,0.292439063,0.407561758,0.379518828,0.423789207,0.122736536,0.040818962,0.520955641
K08829,1.004348297,0.653588808,2.09767069,0.816527337,0.459638949,1.293074477,1.924637718,1.41997517,1.293112368,0.764310622,0.770678234,0.624639607,0.534481612,0.370745321,2.002231879
K08832,1.180323853,0.659988699,0.644287708,0.538308881,0.165495309,0.986973542,4.046760003,1.424563374,0.5461362,0.973868572,0.728856672,1.358057264,1.355347043,0.424238099,0.739754939
K08838,0.859645505,1.811458344,0,0.593859876,0.186630854,1.906282232,0,1.013215287,0.33471941,1.066254513,0.483493866,0,0.899082092,0.089703357,1.286843634
K08843,0.132786433,0,1.065552748,0,0,0,0,0.45789537,0.267131837,0.063821484,0.072349743,0,0,0,0.247896602
K08844,1.625550346,0.639178244,1.629668909,1.172136713,0.300090018,1.551564859,0,1.779250581,1.009836023,1.453214408,1.570093945,0.775762092,1.474422124,0.728526297,1.427006269
K08852,0.52678186,0,0.78040483,0.154273458,0.027271762,0.73057666,0,0.419199987,0.117387511,0.327197468,0.344425538,0.362906814,0.180647436,0.104864488,0.687326997
K08857,5.38667985,0.68399087,3.485680723,2.265555301,1.182024714,3.858169301,1.010591532,6.253166786,3.345369563,3.572946025,3.242623146,2.051463676,3.941835764,2.380789682,4.047849226
K08858,0.552172881,0.719037569,0.789673296,0.039026421,0.091985516,0.033602425,0,1.272535827,0.428933781,0.249626391,0.363409953,0.540624838,0.376664142,0.141479879,1.058544567
K08860,0.587479372,0.926137988,0,0.670226472,0.25726998,0.616647572,0,0.965742962,0.170964376,0.440948436,0.368325965,0.035786644,0.570767805,0.20826234,0.978708662
K08865,0.454399355,0.162400653,0,0.54061922,0.216067266,0.465482515,0,0.848187304,0.405398358,0.489024133,0.365992406,0.055292669,0.810693254,0.276938261,1.043263198
K08866,0.58497523,0.366187278,0.536213641,0.754510806,0.947450816,0.182537042,0,1.334748689,0.659898124,0.378381055,0.649371883,0.285613122,0.598231285,0.689714411,0.507401528
K08869,6.216064916,1.301673711,10.11050338,4.621566009,1.159005534,3.614870589,1.526828741,6.132790533,3.815263405,11.2325812,4.365190604,3.223174944,5.079885403,21.88534152,3.618160999
K08873,0.640548393,0,1.04544798,0.930006976,0.054800805,0.978697034,0,0.471718627,0.96973897,0.772280097,0.449569473,0.648210912,0.549998626,0.234131404,0.816521961
K08877,0.500069845,0.718014271,0.473129683,0.244217518,0.080832054,0.554769442,0,0.533139657,0.458635457,0.356851309,0.34980483,0.293355413,0.455778748,0.296684917,0.25508688
K08884,2.864465442,0.669723045,1.906048206,2.302382861,0.773712096,2.002019173,0,5.455863835,1.994732633,2.00527413,1.785179095,1.519349719,2.513991641,0.859976097,3.675370223
K08900,0.504743753,0,0.324027736,0.192165184,0,0.992745317,0,0.640517968,0.097479688,0.271707839,0.396019647,0.276247779,0.559133107,0.058053635,0.430764354
K08906,6.226585253,0.909599809,6.675147471,7.516824482,1.625104828,5.288456363,0,11.21224037,5.553472193,7.714769295,4.788526415,1.726690074,8.499251502,6.911465133,6.586449861
K08907,32.35166823,12.72755088,25.54958701,19.83098208,9.038955988,33.81060308,2.548267763,48.53534077,21.31710045,35.83984552,24.49379823,15.01063969,24.95014054,35.71609541,28.98562373
K08908,0.441592093,0.752487115,0,0.509461186,0.292695773,0.428685478,0,1.550455021,0.354660141,0.746068202,0.277060257,0.104741397,0.542324227,1.010031986,0.364020924
K08910,7.722880061,3.219316603,2.926518112,5.679548773,3.469935587,7.700607025,4.05852384,11.66231473,6.249310054,8.785485567,5.655227633,3.954967163,5.746876262,10.81340102,7.068697659
K08913,2.21815265,0,3.445103186,1.560719824,0.521696093,1.221642554,0,2.097303146,2.015253649,1.547588319,1.845355799,1.246042738,1.256618623,0.655810554,3.148708874
K08914,21.54074109,9.38192583,20.73292532,12.8224361,4.691743237,19.24356502,5.170860003,38.72418949,20.97268796,16.30731182,13.65907676,16.28084118,21.5324337,6.361100199,24.97124334
